loc,lOBlank,e,total_Op,i,v,branchCount,n,d,v(g),total_Opnd,lOCode,uniq_Op,uniq_Opnd,defects
1.1,2,1.3,1.2,1.3,1.3,1.4,1.3,1.3,1.4,1.2,2,1.2,1.2,0
1.0,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,1.0,1
415.0,9,870848.58,692.0,81.24,8411.31,106.0,1159.0,103.53,59.0,467.0,359,47.0,106.0,1
230.0,34,148644.06,343.0,93.74,3732.82,65.0,575.0,39.82,33.0,232.0,174,23.0,67.0,1
175.0,19,92103.07,310.0,105.96,3123.96,51.0,500.0,29.48,26.0,190.0,142,18.0,58.0,1
163.0,20,87589.65,260.0,84.14,2714.77,31.0,440.0,32.25,16.0,180.0,139,19.0,53.0,1
152.0,17,83311.56,256.0,83.01,2629.78,21.0,432.0,31.68,11.0,176.0,114,18.0,50.0,1
3.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1.0,0.0,0
14.0,1,509.14,13.0,15.21,88.0,3.0,22.0,5.79,2.0,9.0,8,9.0,7.0,0
10.0,0,451.71,11.0,9.22,64.53,3.0,18.0,7.0,2.0,7.0,8,8.0,4.0,0
8.0,0,63.4,5.0,15.85,31.7,1.0,10.0,2.0,1.0,5.0,3,4.0,5.0,0
6.0,2,17.41,3.0,7.74,11.61,1.0,5.0,1.5,1.0,2.0,2,3.0,2.0,0
14.0,0,137.03,6.0,9.74,36.54,3.0,11.0,3.75,2.0,5.0,3,6.0,4.0,0
4.0,0,37.9,5.0,16.84,25.27,1.0,9.0,1.5,1.0,4.0,2,3.0,4.0,0
2.0,0,0.0,3.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,0,3.0,2.0,0
2.0,0,17.41,1.0,7.74,11.61,1.0,5.0,1.5,1.0,0.0,0,1.0,0.0,0
39.0,7,8152.97,49.0,22.58,429.1,7.0,83.0,19.0,4.0,34.0,29,19.0,17.0,0
5.0,0,49.13,5.0,7.86,19.65,1.0,7.0,2.5,1.0,2.0,2,5.0,2.0,0
9.0,0,350.27,11.0,21.89,87.57,3.0,21.0,4.0,2.0,10.0,8,8.0,10.0,0
9.0,0,350.27,11.0,21.89,87.57,3.0,21.0,4.0,2.0,10.0,8,8.0,10.0,0
6.0,0,163.88,8.0,20.08,57.36,1.0,16.0,2.86,1.0,8.0,5,5.0,7.0,0
6.0,0,163.88,8.0,20.08,57.36,1.0,16.0,2.86,1.0,8.0,5,5.0,7.0,0
11.0,1,407.26,11.0,28.67,108.05,1.0,25.0,3.77,1.0,14.0,8,7.0,13.0,0
14.0,0,1177.29,17.0,18.4,147.16,3.0,33.0,8.0,2.0,16.0,11,11.0,11.0,0
63.0,4,15102.51,92.0,45.59,829.81,19.0,157.0,18.2,10.0,65.0,55,14.0,25.0,0
3.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1.0,0.0,0
74.0,8,22614.95,126.0,57.0,1135.35,19.0,193.0,19.92,12.0,67.0,56,22.0,37.0,0
10.0,0,107.78,9.0,26.94,53.89,1.0,17.0,2.0,1.0,8.0,5,3.0,8.0,0
7.0,0,88.22,9.0,39.21,58.81,1.0,17.0,1.5,1.0,8.0,5,3.0,6.0,0
4.0,0,38.77,5.0,6.2,15.51,1.0,6.0,2.5,1.0,1.0,2,5.0,1.0,0
5.0,0,17.41,3.0,7.74,11.61,1.0,5.0,1.5,1.0,2.0,2,3.0,2.0,0
38.0,1,6705.26,58.0,35.81,490.0,17.0,98.0,13.68,9.0,40.0,34,13.0,19.0,0
15.0,1,898.96,19.0,21.28,138.3,5.0,32.0,6.5,3.0,13.0,12,10.0,10.0,0
45.0,5,8030.13,62.0,37.63,549.68,11.0,104.0,14.61,6.0,42.0,35,16.0,23.0,0
39.0,4,7227.91,61.0,37.44,520.19,7.0,105.0,13.89,4.0,44.0,29,12.0,19.0,0
7.0,0,135.0,7.0,6.67,30.0,3.0,10.0,4.5,2.0,3.0,5,6.0,2.0,0
82.0,7,17719.21,138.0,78.4,1178.66,19.0,220.0,15.03,10.0,82.0,73,11.0,30.0,0
13.0,1,373.0,11.0,11.89,66.61,3.0,18.0,5.6,2.0,7.0,8,8.0,5.0,0
12.0,1,725.57,17.0,20.15,120.93,5.0,29.0,6.0,3.0,12.0,9,9.0,9.0,0
64.0,5,3306.6,54.0,65.12,464.08,7.0,92.0,7.13,4.0,38.0,28,9.0,24.0,0
4.0,0,12.0,3.0,5.33,8.0,1.0,4.0,1.5,1.0,1.0,2,3.0,1.0,0
4.0,0,12.0,3.0,5.33,8.0,1.0,4.0,1.5,1.0,1.0,2,3.0,1.0,0
4.0,0,12.0,3.0,5.33,8.0,1.0,4.0,1.5,1.0,1.0,2,3.0,1.0,0
4.0,0,12.0,3.0,5.33,8.0,1.0,4.0,1.5,1.0,1.0,2,3.0,1.0,0
4.0,0,12.0,3.0,5.33,8.0,1.0,4.0,1.5,1.0,1.0,2,3.0,1.0,0
4.0,0,12.0,3.0,5.33,8.0,1.0,4.0,1.5,1.0,1.0,2,3.0,1.0,0
4.0,0,12.0,3.0,5.33,8.0,1.0,4.0,1.5,1.0,1.0,2,3.0,1.0,0
9.0,2,44.92,5.0,11.23,22.46,1.0,8.0,2.0,1.0,3.0,4,4.0,3.0,0
64.0,5,18891.08,116.0,50.61,977.8,11.0,185.0,19.32,6.0,69.0,49,14.0,25.0,0
4.0,0,91.35,6.0,14.62,36.54,3.0,11.0,2.5,2.0,5.0,2,5.0,5.0,0
12.0,2,547.31,18.0,14.01,87.57,1.0,23.0,6.25,1.0,5.0,6,10.0,4.0,0
23.0,4,1241.47,24.0,27.09,183.4,5.0,40.0,6.77,3.0,16.0,11,11.0,13.0,0
20.0,1,1337.83,29.0,30.1,200.67,7.0,45.0,6.67,4.0,16.0,14,10.0,12.0,0
13.0,2,69.76,7.0,31.0,46.51,1.0,14.0,1.5,1.0,7.0,4,3.0,7.0,0
15.0,3,1028.0,21.0,17.97,135.93,1.0,32.0,7.56,1.0,11.0,9,11.0,8.0,0
13.0,2,1027.7,21.0,16.65,130.8,1.0,32.0,7.86,1.0,11.0,6,10.0,7.0,0
26.0,3,2242.11,35.0,27.68,249.12,7.0,53.0,9.0,4.0,18.0,19,13.0,13.0,0
6.0,0,122.04,9.0,9.96,34.87,1.0,11.0,3.5,1.0,2.0,4,7.0,2.0,0
15.0,1,1321.78,25.0,21.73,169.46,3.0,38.0,7.8,2.0,13.0,10,12.0,10.0,0
6.0,0,122.04,9.0,9.96,34.87,1.0,11.0,3.5,1.0,2.0,4,7.0,2.0,0
4.0,0,75.8,8.0,8.42,25.27,1.0,9.0,3.0,1.0,1.0,2,6.0,1.0,0
6.0,0,166.52,8.0,18.5,55.51,3.0,15.0,3.0,2.0,7.0,4,6.0,7.0,0
3.0,0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,1.0,0.0,0
17.0,2,3337.11,41.0,28.97,310.91,5.0,64.0,10.73,3.0,23.0,13,14.0,15.0,0
22.0,4,850.66,34.0,23.63,141.78,1.0,34.0,6.0,2.0,24.0,8,10.0,14.0,0
16.0,5,2279.38,22.0,31.02,265.93,3.0,58.0,8.57,1.0,12.0,13,9.0,9.0,0
23.0,2,4239.4,50.0,39.28,408.07,3.0,84.0,10.39,2.0,34.0,18,11.0,18.0,0
